handle,metafields.course.accreditation,metafields.course.certification_type,metafields.course.ceu_credits,metafields.course.delivery_method,metafields.course.duration,metafields.course.language,metafields.course.learning_objectives,metafields.course.level,metafields.course.prerequisites,metafields.course.standards_covered,metafields.intuto.completion_webhook,metafields.intuto.course_id,metafields.intuto.enrollment_url_template,metafields.intuto.token_pool_id,price,product_type,published,seo_description,seo_title,tags,template_suffix,title,vendor
trampoline-court-inspector-level-1,AAI Institute,TCI-1 Certificate,1,Online,1 Hour,English,Follow best practice safety rules|Understand daily safety inspection requirements|Identify safety hazards in trampoline areas|Ensure safe operation for customers,Level 1,None,"ASTM F381, Trampoline Safety Best Practices",https://aai-institute.com/api/webhooks/course-completion,TCI-1,https://aai.intuto.com/enroll/{{token}},tci_1_tokens,149,Digital Course,true,"Essential 1-hour online course for trampoline park inspectors, owners, managers, and daily safety checkers. Learn best practice safety rules.",Trampoline Court Inspector Training Level 1 | TCI-1 Certification,"level-1,inspector,trampoline,safety,fundamentals,ceu-1",course,Trampoline Court Inspector Training Level 1 (TCI-1),AAI Institute
